TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
25-12-2021,25.2,32.8,28.6,84,6.5,10,6,300,2,NW
26-12-2021,25.6,34.4,29.5,76,5.6,3.6,8,240,2,NW
27-12-2021,25.8,34.3,28.3,77,0,9.1,13,360,3,NW
28-12-2021,24.6,33.6,29.3,75,5.2,9.1,7,270,2,C 
29-12-2021,26,33.2,27.5,85,5.2,7.8,8,240,1,C 
30-12-2021,25.2,30.6,27.2,88,36.5,2.9,8,210,2,NW
31-12-2021,25,31,26.7,89,5.4,0.2,5,340,1,C 
01-01-2022,24.8,30.8,26.5,91,4.5,1.1,5,150,0,C 
02-01-2022,25,31.4,26.4,93,18.1,1.6,6,320,1,C 
03-01-2022,25.4,30.6,27.7,86,27,3.7,5,110,0,C 
04-01-2022,24.8,31.8,27.7,86,0,0.4,7,90,1,C 
05-01-2022,24,29.4,26.9,88,0.8,3.5,7,300,1,C 
06-01-2022,25,31.8,27,87,0,0.1,12,290,1,C 
07-01-2022,24.6,31.6,27.6,83,5.2,3.2,5,240,1,C 
08-01-2022,24.1,31.6,27,87,1.8,4.5,6,340,1,C 
09-01-2022,24.4,31.2,26.4,90,10.1,5.5,5,270,1,C 
10-01-2022,23.8,30.2,27.2,86,62.5,1.6,5,120,1,C 
11-01-2022,25,30.7,25.7,90,1.3,5,13,300,2,C 
12-01-2022,24.4,31.1,28,83,64.8,0,14,300,5,W 
13-01-2022,25.2,32.4,28.6,78,8888,5.5,8,300,3,NW
14-01-2022,25,31.7,28.4,79,0,5.1,13,300,5,NW
15-01-2022,26.4,30.8,26.8,87,8888,4.7,8,300,3,NW
16-01-2022,25.4,32,27.9,82,1.5,0,12,310,4,NW
17-01-2022,24.9,30.4,27.1,88,2.2,4,9,310,3,NW
18-01-2022,24.8,30,26.9,86,3.3,1,9,290,2,C 
19-01-2022,24.2,32.8,27.5,84,11.9,0.3,10,300,3,NW
20-01-2022,24.4,29.9,25.5,91,2.8,5.3,14,280,2,C 
21-01-2022,23.7,31.4,27.2,85,87.1,0.6,6,300,1,C 
22-01-2022,24.6,32.4,28.5,83,0,4.2,7,230,2,C 
23-01-2022,24.6,32.8,27.5,86,10.7,5,6,320,2,NW
24-01-2022,26,33.8,29,79,9,7,10,310,5,NW
25-01-2022,25.3,33.4,29.6,78,0,9.4,14,300,6,NW
26-01-2022,25.2,31.8,28.3,82,5.5,10.8,14,290,6,NW
27-01-2022,26,32.5,28.9,80,1,5.6,13,230,4,NW
28-01-2022,25.6,32.5,28.5,81,1.8,4.8,10,310,2,NW
29-01-2022,24.2,32.4,27.8,85,8888,3.2,8,220,2,C 
30-01-2022,25,31.4,27.3,85,0,2.4,5,270,2,C 
31-01-2022,24.8,31,26.9,90,11.3,2.2,8,330,2,C 
01-02-2022,24.8,32,28.6,84,38,2,10,300,3,NW
02-02-2022,24.3,32.5,28.3,81,4.6,5.2,8,310,2,C 
03-02-2022,25,32.8,27.7,86,0,9.1,6,330,2,C 
04-02-2022,25.5,31.8,27.6,88,40,5.2,9,300,2,C 
05-02-2022,24.2,30.4,27.1,88,21.8,3.5,9,290,2,C 
06-02-2022,25.4,28.4,26.9,90,1,4.7,8,300,2,C 
07-02-2022,24.8,27.7,26,91,3.1,0,8,300,1,C 
08-02-2022,24.6,30.8,27.8,84,7.5,0,11,290,2,C 
09-02-2022,24.4,31.4,27.4,84,1.8,3.2,15,330,4,NW
10-02-2022,23.9,33.4,25.1,94,6.7,7,8,180,1,C 
11-02-2022,24.2,30.1,26.1,93,114,0,8,330,2,C 
12-02-2022,23.8,33.2,26,93,15.3,0,4,300,1,C 
13-02-2022,24.3,30,26.6,90,8.7,0.3,9,230,1,C 
14-02-2022,24.8,29.9,26.1,90,10.8,4.4,2,300,0,C 
15-02-2022,23.8,31.4,27.3,86,5,0,5,150,1,C 
16-02-2022,24.4,32.1,28.2,84,0,6,6,100,2,C 
17-02-2022,24.8,28,26.2,92,11.9,8.4,8,60,0,C 
18-02-2022,23.8,28.4,25.3,95,28.8,0.4,5,240,1,C 
19-02-2022,24.4,31.4,27.3,85,58.8,2,11,180,2,C 
20-02-2022,24.5,31.3,26.7,87,1.6,10.2,12,250,3,C 
21-02-2022,23.2,30.2,27.6,87,10.1,2.1,6,120,1,C 
22-02-2022,24.6,31.4,27.5,84,7.4,0,7,280,2,C 
23-02-2022,24.4,31.6,27.6,83,0.2,4.2,6,310,2,C 
24-02-2022,24.4,31,27.2,87,0,3.2,10,310,2,C 
25-02-2022,24.8,30.6,27.5,86,15.5,7.1,8,340,3,NW
26-02-2022,24.3,29.4,25.6,94,15.7,4.9,7,300,1,C 
27-02-2022,23.9,31.8,27.2,84,10.2,2.4,11,300,2,C 
28-02-2022,24.8,32.2,28,82,0,4.7,14,260,3,C 
01-03-2022,25.1,29.1,26,93,11.5,9,13,300,2,C 
02-03-2022,25,30.6,26.8,90,10.3,0.6,13,300,4,NW
03-03-2022,25.9,30.8,27.7,89,7.1,2.9,14,280,3,NW
04-03-2022,25.4,31.5,28,85,7.8,3.9,11,320,2,C 
05-03-2022,24.6,31.8,27.6,88,22.9,5.4,8,330,1,C 
06-03-2022,24.8,32,27.6,87,8888,7.4,5,130,1,C 
07-03-2022,25,32.6,27.7,87,1.6,4.7,2,290,0,C 
08-03-2022,25.8,32.4,28.5,84,0,0.7,6,180,0,C 
09-03-2022,25.2,32.4,27.9,84,5.1,3,4,150,1,C 
10-03-2022,24.8,31.6,27.1,90,5.1,8.3,8,150,1,C 
11-03-2022,24.8,32.2,27.9,85,21.7,4.9,4,300,1,C 
12-03-2022,24.9,30.4,27.8,88,8888,8.4,8,240,2,C 
13-03-2022,24.8,31.4,27.3,88,3.3,5.5,7,310,1,C 
14-03-2022,25.4,31.4,28.2,86,3.2,5,6,100,1,C 
15-03-2022,25.2,33,28.6,85,8888,4.3,6,90,1,C 
16-03-2022,25.4,33.4,28.5,86,0,8.8,8,270,2,C 
17-03-2022,24.6,33.4,28.3,88,27.5,5.9,6,320,1,C 
18-03-2022,24.8,33,29,80,27,9.8,5,300,1,NW
19-03-2022,25.2,32.1,27.6,88,17,8.3,4,230,1,C 
20-03-2022,24,30.8,26.1,91,40.7,2.5,5,280,1,C 
21-03-2022,24.3,32.2,27.8,84,37.7,0.7,6,30,1,C 
22-03-2022,25.2,28.7,26.7,91,0,8.3,10,270,2,C 
23-03-2022,23.8,32.1,27.8,84,6.5,0.6,7,300,2,C 
24-03-2022,24.2,33.5,28.1,85,8888,8.7,6,190,2,C 
25-03-2022,25.8,31.6,28.3,82,1.2,7.9,5,160,1,C 
26-03-2022,25.8,31.4,28.4,87,8888,7.5,4,180,1,C 
27-03-2022,25,32.2,27.6,86,0,4.3,14,300,2,C 
28-03-2022,24.8,31.4,27.7,86,1,4.5,6,320,1,C 
29-03-2022,25.2,32,27.4,88,0,2.6,5,180,1,C 
30-03-2022,24.8,31.2,27.8,84,48.2,3.9,3,310,0,C 
31-03-2022,25.4,32.4,28.4,84,8888,1.8,4,120,1,C 
01-04-2022,25,31.8,28,86,8888,6,9,180,2,C 
02-04-2022,24.4,30.4,27.1,87,0.9,5.3,4,340,0,C 
03-04-2022,25,32.6,27.9,88,0,1.6,8,230,1,C 
04-04-2022,24.8,32.4,28.2,84,5.8,8.3,6,90,1,C 
05-04-2022,24,32.6,28.2,84,5.2,11.3,5,170,1,C 
06-04-2022,25.4,31.8,27.7,83,3.7,9,8,290,1,C 
07-04-2022,24.6,32.4,28.6,82,0.4,4.4,4,100,0,C 
08-04-2022,24.8,32.4,28.4,83,0,6.7,3,140,1,C 
09-04-2022,25,32.7,29.3,78,0,4.1,4,180,1,C 
10-04-2022,25.2,32,28.2,83,0,7.6,5,180,1,C 
11-04-2022,24.6,33,29,79,0,7.6,4,180,1,C 
12-04-2022,25.2,32.2,28.6,79,0,10.4,5,180,1,C 
13-04-2022,24,33.4,28.7,78,0,10.1,7,110,1,C 
14-04-2022,24.4,33.1,28.8,75,0,9.9,6,90,1,C 
15-04-2022,25,33.4,29.3,82,0,10.5,5,120,1,C 
16-04-2022,25.4,32.8,28.7,82,0,10.3,9,290,1,C 
17-04-2022,25.2,32.5,28.9,84,0,7.6,6,110,1,C 
18-04-2022,25.5,28.8,26.3,94,0,8,8,60,1,C 
19-04-2022,24.6,31.2,27.1,90,43.1,0.1,6,160,2,C 
20-04-2022,24.8,30.4,27.3,88,4,2.5,6,120,2,C 
21-04-2022,25.6,31,27.7,88,2.5,4.4,11,290,2,C 
22-04-2022,25,32.8,28.6,85,0.6,3.4,9,110,2,C 
23-04-2022,25.8,32,28.6,86,0,7.3,8,120,2,C 
24-04-2022,25.4,32.6,28.9,83,0,9,8,110,2,C 
25-04-2022,25.6,33.3,29.9,79,1,9.3,7,120,2,C 
26-04-2022,26,32.6,28.8,82,0.5,8.6,8,100,1,C 
27-04-2022,25.2,31.8,27.1,90,0,6.8,9,110,1,C 
28-04-2022,25.2,31.4,27.6,90,57.7,2.5,9,110,1,C 
29-04-2022,25,30.8,27.2,91,32.5,5.8,7,90,1,C 
30-04-2022,25.4,32.4,27.6,89,14,3.8,8,140,2,C 
01-05-2022,24.8,31.2,28,89,14.5,5.7,9,120,3,SE
02-05-2022,26.2,33.6,30.1,78,0,3.5,9,130,3,SE
03-05-2022,26.2,33,29.5,83,0,10.6,9,110,2,C 
04-05-2022,26.4,32.4,29.8,78,0,9.7,6,150,1,C 
05-05-2022,25.7,33,29,80,0,6,9,140,1,C 
06-05-2022,25.6,33,28.7,87,11.8,5.4,8,130,2,C 
07-05-2022,26.3,32.2,29.7,82,8888,4.3,7,110,2,SE
08-05-2022,26.6,31.2,28.7,84,0.1,8.7,12,90,3,SE
09-05-2022,25,28.6,26.6,94,56.3,2.4,8,110,1,C 
10-05-2022,25,32.6,27.7,88,1,0,10,120,1,C 
11-05-2022,25.6,32.4,29.3,85,0,4.7,8,110,2,C 
12-05-2022,25.4,32.8,28.2,85,1,7.2,11,270,1,C 
13-05-2022,25.8,32.6,28.7,86,0.8,7.2,5,210,1,C 
14-05-2022,26,33.2,29.7,82,0,5.9,6,110,2,C 
15-05-2022,26.5,32.4,29.1,84,0,9.6,6,170,2,C 
16-05-2022,25.6,32.4,28.9,83,0,7.4,4,180,0,C 
17-05-2022,25.6,32.2,28.8,83,0,9,5,120,1,C 
18-05-2022,25,32,28.9,84,5.5,6.9,7,120,3,SE
19-05-2022,26.6,31.4,28,87,6.2,6.2,4,90,1,C 
20-05-2022,25,29.6,26.7,90,4.2,3.2,8,160,1,C 
21-05-2022,25,31.4,27.5,87,4,1.2,5,180,1,C 
22-05-2022,25.2,32.7,29.2,81,1,5.2,9,120,3,SE
23-05-2022,26.3,32.8,29.9,74,0,6.9,9,110,4,E 
24-05-2022,27.4,32.4,30,79,0,9.8,6,120,2,SE
25-05-2022,26.8,32.8,28.9,82,8888,8.4,8,120,3,C 
26-05-2022,23,29.4,27.1,80,116.4,5.6,6,270,1,C 
27-05-2022,23.4,31.8,27.2,88,11.5,0,7,120,2,C 
28-05-2022,23.8,32.1,27.5,89,2.9,3.5,6,120,1,C 
29-05-2022,25.8,31,28.3,86,2,6.4,5,200,1,C 
30-05-2022,24.6,33,28.8,84,0,7.4,6,310,1,C 
31-05-2022,24.6,33,28.5,85,0,9.6,7,120,1,C 
01-06-2022,25.2,29.4,27.2,86,0,10.2,6,180,1,C 
02-06-2022,24.2,32.4,28.3,80,1,0.3,6,160,1,C 
03-06-2022,25.6,30.8,27.8,83,0,8.4,6,180,1,C 
04-06-2022,25,32.8,28.2,85,0,4.7,8,130,1,C 
05-06-2022,25.4,30.4,27,88,2,7.5,6,360,1,C 
06-06-2022,24.2,31.4,27.4,87,10.8,1,7,110,2,C 
07-06-2022,24.6,32.4,28.2,86,0,7.2,7,110,2,SE
08-06-2022,25.9,32.4,28.7,86,1,8.9,9,110,3,E 
09-06-2022,24.6,32,28.4,85,3.3,8,6,90,2,C 
10-06-2022,24.2,31.4,27.6,88,28.6,6.3,7,100,2,C 
11-06-2022,25.2,32.4,29.3,81,8888,6.5,8,150,1,C 
12-06-2022,25,32.6,28.2,85,0,9.9,8,150,2,C 
13-06-2022,25.8,31.8,28,83,3,8.3,8,120,1,C 
14-06-2022,25.4,29.2,26.9,91,42.9,4,5,180,2,C 
15-06-2022,24.2,31.6,28.3,84,19.1,0.6,10,110,3,E 
16-06-2022,26,31.4,27.7,88,1.9,6,9,140,3,C 
17-06-2022,24.8,31,28,85,11.6,5.7,4,150,1,C 
18-06-2022,24.6,31,27.7,86,8888,7.2,6,130,1,C 
19-06-2022,23.6,31.1,26.9,87,17.7,7.8,8,130,1,C 
20-06-2022,24.8,31.8,28.5,82,1.6,4.4,8,120,3,SE
21-06-2022,25.2,31.4,28.6,78,0,10.2,7,140,3,SE
22-06-2022,26.2,31.6,28.8,71,0,10,8,150,3,SE
23-06-2022,26,31.8,29.3,75,0,10.1,8,130,3,SE
24-06-2022,25.6,31.8,28.6,78,0,4.5,7,190,3,SE
25-06-2022,26,30.4,28,79,0,9.6,5,120,2,C 
26-06-2022,25.8,31.6,29.1,76,0,3.7,8,80,2,C 
27-06-2022,24.8,31.5,28,83,2.5,7,10,120,4,SE
28-06-2022,26,31.2,28.2,73,0,9.4,8,130,3,SE
29-06-2022,26.2,31.6,28.4,73,0,9.6,5,150,1,C 
30-06-2022,23.6,31.7,29.6,72,0,8.2,8,150,4,SE
01-07-2022,25.2,31.8,29.2,72,0,9.3,9,120,4,SE
02-07-2022,25.8,30,27.9,86,1.6,8.6,8,140,3,SE
03-07-2022,26,32.4,29.1,80,4.8,3.2,8,90,4,SE
04-07-2022,26.6,30.8,28.9,84,0,8.2,8,150,1,C 
05-07-2022,24.8,31.6,28,87,6.5,2.6,8,210,2,C 
06-07-2022,24.7,32,27.3,88,13.2,6,5,110,2,C 
07-07-2022,24.6,31,27.1,82,3,6.5,5,180,2,SE
08-07-2022,24,29.6,26.9,76,0,6.5,6,160,2,SE
09-07-2022,23.2,31,26.9,78,0,9.6,5,120,2,SE
10-07-2022,24.8,31.6,28.2,77,0,10.2,9,90,3,SE
11-07-2022,25.4,30,27.6,86,6.4,9.2,11,120,3,SE
12-07-2022,25.2,30.8,27.3,88,0.6,5.2,9,120,2,SE
13-07-2022,25.8,32,28.2,83,6,3.5,9,140,3,SE
14-07-2022,25.8,31.6,27.9,85,0,7,7,90,3,SE
15-07-2022,25.4,29,27.6,84,3,2.3,9,150,3,SE
16-07-2022,25.6,31,27.9,81,0,0,6,170,3,SE
17-07-2022,25.8,31.8,27.9,80,0,7.4,8,150,3,SE
18-07-2022,24.4,30.8,28.1,79,8888,4,8,150,3,SE
19-07-2022,25,32,27.6,79,0,8.2,7,150,3,SE
20-07-2022,24,30,27.2,79,0,10,7,110,3,SE
21-07-2022,26.2,31.8,28.7,71,0,10.2,9,150,3,SE
22-07-2022,25.8,31.8,28.8,75,0,9.3,7,160,2,C 
23-07-2022,24.6,31.2,27.8,82,0,9.1,6,150,3,SE
24-07-2022,25,30.4,27.6,72,0,10.3,12,120,5,SE
25-07-2022,24,30.3,27.3,64,0,10.3,8,180,3,SE
26-07-2022,21.6,31.6,26,78,0,10.1,6,160,2,C 
27-07-2022,25,32.4,28.8,75,0,10,6,130,3,SE
28-07-2022,24.8,31.4,28.2,79,0,10.2,8,140,3,SE
29-07-2022,24,29.8,27.8,78,0,9.8,9,130,3,SE
30-07-2022,23.2,30.2,26.8,78,0,8.8,5,150,3,SE
31-07-2022,23.6,31.4,27.6,76,0,10.3,6,190,2,C 
01-08-2022,23.6,31.8,27.3,82,0,9.5,7,110,3,SE
02-08-2022,24.4,30.4,28.2,85,8888,5,7,150,3,SE
03-08-2022,25,31.6,28.1,83,14.5,2.8,8,100,2,SE
04-08-2022,25.4,32,28.4,74,0,9.5,10,120,3,SE
05-08-2022,24.7,31.6,28.1,68,0,10,7,150,2,C 
06-08-2022,22,31.4,26.8,78,0,10,4,110,1,C 
07-08-2022,23.2,30.6,27.2,82,0,9.9,6,190,2,S 
08-08-2022,24.4,31.8,28,79,0,9.2,8,160,3,C 
09-08-2022,23.8,32.2,29.3,68,0,10,6,190,3,SE
10-08-2022,25.8,31.4,27.7,82,0,8,6,110,2,SE
11-08-2022,26,32.4,29.1,78,0,2,8,140,4,SE
12-08-2022,26,32.6,29.1,80,1.1,9.9,9,120,3,E 
13-08-2022,26.2,32,28.4,84,0,8.5,9,130,3,C 
14-08-2022,24.4,31.8,28.5,84,3,5.6,11,130,3,C 
15-08-2022,26,31.8,27.4,89,8888,7.5,9,120,2,C 
16-08-2022,23.8,32,28.4,81,1,6.9,10,110,4,SE
17-08-2022,25.4,31.8,28.8,72,1.7,10.1,7,110,4,SE
18-08-2022,25.8,32.2,28.8,73,0,8.5,7,150,4,SE
19-08-2022,25.6,31.2,28.6,73,0,9.7,8,130,4,SE
20-08-2022,26,31,28.3,70,0,9.9,10,110,5,SE
21-08-2022,26.4,31.4,28,74,8888,10.3,6,120,4,SE
22-08-2022,24.6,31.8,28.3,74,8888,9.7,9,130,4,SE
23-08-2022,25.2,31.8,28.7,70,0,9.3,7,130,4,SE
24-08-2022,25.4,31,28.1,69,0,10.1,8,170,4,SE
25-08-2022,26.2,32.4,28.8,68,0,10.1,6,180,3,SE
26-08-2022,25.2,32.4,28.8,74,0,9.6,10,110,4,SE
27-08-2022,26,32.2,28.9,75,0,9.2,9,120,4,SE
28-08-2022,24.8,32.6,28.1,77,0,10.2,6,180,2,C 
29-08-2022,23.7,31.2,28.2,75,0,10.1,8,140,3,C 
30-08-2022,24,32.3,28.5,79,0,10.1,8,130,2,C 
31-08-2022,25,32.8,28.7,80,0,10,9,110,3,SE
01-09-2022,25.6,33,29.2,76,0,9.4,8,150,3,SE
02-09-2022,25.6,33,29.1,75,0,10.5,6,150,2,SE
03-09-2022,24.7,32.4,28.2,78,0,10.1,6,150,2,C 
04-09-2022,25.4,33.4,29.6,70,0,10.3,8,110,2,SE
05-09-2022,25.2,31.6,28.1,78,0,6.6,3,170,1,C 
06-09-2022,25.4,32.8,29.3,78,0,3.2,7,180,3,SE
07-09-2022,26.4,33,29.5,78,3,9.5,10,120,5,SE
08-09-2022,26.8,32.6,29.7,74,0,8.2,8,130,2,C 
09-09-2022,25.6,31,27.6,84,0,7,5,320,1,C 
10-09-2022,24,32.4,28.1,80,0,1.8,6,180,1,C 
11-09-2022,24.4,32.4,28,82,0,9.5,8,120,2,C 
12-09-2022,24.2,32.6,28.9,78,0,8.8,6,90,3,SE
13-09-2022,25.9,33.2,29.4,70,0,10.4,9,120,4,SE
14-09-2022,24.6,33,29.7,68,0,10.1,7,150,3,SE
15-09-2022,25.4,33.2,28.9,76,0,10.4,8,120,3,C 
16-09-2022,25.4,32.7,29.4,72,0,9.5,8,110,3,SE
17-09-2022,23.8,32.2,28,76,0,8.2,7,180,3,SE
18-09-2022,24.2,33,29.5,67,0,10,5,60,3,SE
19-09-2022,24.6,33.2,28.8,74,0,9.1,8,100,2,C 
20-09-2022,24.2,33,28.6,74,0,10,5,120,2,SE
21-09-2022,25.4,32.8,29.9,70,0,5.7,6,130,2,SE
22-09-2022,26.2,32.8,30,72,0,5.4,6,180,3,SE
23-09-2022,26.4,33,30.2,71,0,10.1,5,150,2,SE
24-09-2022,25.4,33.2,29.1,74,0,10.6,6,180,2,C 
25-09-2022,25.6,34,29.7,72,0,10.3,6,150,3,C 
26-09-2022,25.6,33.2,29.7,73,0,10.3,6,180,3,S 
27-09-2022,26,33.2,29,73,0,10.4,6,160,3,S 
28-09-2022,25.4,32.6,29.1,74,0,10.1,7,170,3,SE
29-09-2022,25.2,33.4,29.5,74,0,10.5,9,90,2,E 
30-09-2022,26.4,31.3,28.7,82,0.1,9.5,7,140,2,C 
01-10-2022,24,32,27.7,85,7.7,7.7,6,180,1,C 
02-10-2022,25.4,31.9,28.1,81,0,6.2,6,180,1,C 
03-10-2022,24.8,31.2,28,86,8888,5.9,5,160,1,C 
04-10-2022,25,33.6,29.8,72,3.6,4.5,7,80,2,C 
05-10-2022,25.2,32,28.5,81,0,7,6,330,1,C 
06-10-2022,25.6,30.8,27.3,85,8888,2.8,9,60,2,C 
07-10-2022,24,31.8,28.6,80,5.5,0,5,190,1,C 
08-10-2022,25.1,33.1,29.2,80,0,6.2,5,180,1,C 
09-10-2022,25,33.2,29.1,80,0,6.5,5,170,1,C 
10-10-2022,24.6,32.7,28.6,78,0,7.1,7,320,1,C 
11-10-2022,26.2,33,28.4,81,0,7.4,8,310,2,C 
12-10-2022,24.8,33.4,28.9,76,0,2.7,6,80,2,C 
13-10-2022,25.4,32.6,29.4,74,0,9.8,5,120,2,C 
14-10-2022,25.6,33.8,29.3,78,0,6.5,8,140,3,SE
15-10-2022,26.2,33,29.9,78,0,8.7,7,180,3,S 
16-10-2022,26.6,32.8,29.7,78,0,8.8,5,180,2,C 
17-10-2022,25.8,33,29.8,75,0,6.4,4,180,1,C 
18-10-2022,25.8,29.4,27.6,86,8888,6.8,9,300,1,C 
19-10-2022,25.2,31,28.4,83,2.5,0,5,240,1,C 
20-10-2022,24.6,32.6,29,80,8888,3,4,120,1,C 
21-10-2022,25.6,30.4,28.5,85,8888,4,8,270,2,C 
22-10-2022,23.6,32.4,28.3,83,52.6,3.5,3,360,1,C 
23-10-2022,25,33,29.2,77,0,9.9,9,340,2,C 
24-10-2022,25,32,28.1,85,0,10,9,320,1,C 
25-10-2022,24.9,31.8,27.7,86,0.6,4.7,9,50,2,C 
26-10-2022,25.4,31.4,27.5,87,3.3,5.4,9,230,2,C 
27-10-2022,24.2,30.4,28,84,76.1,1.5,4,120,1,C 
28-10-2022,24.8,31.4,28.5,78,1,0,6,240,2,C 
29-10-2022,25,31.8,28.4,77,1,8.6,5,280,1,C 
30-10-2022,24.2,32,28.2,78,0,8.2,6,150,2,C 
31-10-2022,25.2,31.6,29,75,0,7.7,4,260,2,C 
01-11-2022,25,33,29.3,75,0,9.6,7,90,2,C 
02-11-2022,25.2,33.4,29.7,76,0,9.2,6,120,2,C 
03-11-2022,25.6,33.7,30.3,77,0.2,10.8,9,130,2,SE
04-11-2022,27,33,30.6,74,0,10.8,6,190,2,C 
05-11-2022,25.6,33.8,29.5,82,0,8.8,5,180,1,C 
06-11-2022,26,30.8,27.8,86,1,9.4,3,340,0,C 
07-11-2022,24.6,29.8,26.6,91,30.7,2.6,8,310,1,C 
08-11-2022,24.2,31,26,91,44.5,0.3,7,300,1,C 
09-11-2022,24.4,33,27.2,90,1,5.7,7,60,1,C 
10-11-2022,25.2,30.4,28.1,85,30.9,2,8,330,1,C 
11-11-2022,25,30.4,28.3,84,8888,4.2,4,120,1,C 
12-11-2022,24.6,31.9,27.8,88,8888,2.5,8,50,1,C 
13-11-2022,25,32.4,28.2,89,3.8,1.5,8,130,1,C 
14-11-2022,25.8,32.6,28.1,89,5.8,3,10,290,1,C 
15-11-2022,25.2,30.4,28.8,85,2.5,9.6,8,300,1,C 
16-11-2022,25.2,30,28,84,3.2,4.1,10,320,2,C 
17-11-2022,25.1,32.2,28.5,84,0,1.8,8,300,2,C 
18-11-2022,24.4,30.8,28.1,84,0.8,3.6,5,90,0,C 
19-11-2022,24,29.8,25.6,92,16.2,0,10,330,1,C 
20-11-2022,23,30.6,27.4,87,26.7,1,8,190,1,C 
21-11-2022,24.2,30.8,27.6,86,8888,5.2,4,180,1,C 
22-11-2022,24.8,30.8,27.8,90,2.8,2.5,3,180,1,C 
23-11-2022,24.4,31.8,27.9,84,10.3,5,3,330,0,C 
24-11-2022,25.2,30.4,26.6,91,8888,1.4,9,110,1,C 
25-11-2022,24.4,30.4,26.6,93,62.8,3.6,6,130,1,C 
26-11-2022,-,30.8,27.1,88,8.7,3,5,200,1,C 
27-11-2022,24.6,31,26.9,90,3,4.7,9,320,1,C 
28-11-2022,24.4,31,27.4,88,13.1,3.9,5,140,1,C 
29-11-2022,24.8,30.6,27,88,8.6,2.6,4,180,1,C 
30-11-2022,25.2,31,26.6,88,3.4,5,6,350,1,C 
01-12-2022,24.2,31.4,28.6,80,4.4,0.9,5,210,1,C 
02-12-2022,24,29.6,27.4,87,0,6.4,7,300,1,C 
03-12-2022,24.4,32.8,28.9,79,0.5,3.4,4,120,1,C 
04-12-2022,24.6,33,28.3,85,0,10.6,3,300,1,C 
05-12-2022,24.2,30.9,28,86,8.6,6.7,5,130,1,C 
06-12-2022,24.2,32.4,28.5,84,1,3.6,4,350,1,C 
07-12-2022,25,31.8,28.8,82,4.8,7,5,190,1,C 
08-12-2022,24,32.6,29.5,78,0,9.7,5,190,1,C 
09-12-2022,26,33.8,30.5,69,0,11.5,6,140,2,C 
10-12-2022,25.6,32.4,29.8,72,0,11.1,6,290,2,C 
11-12-2022,25,33.6,29.8,77,0,11.4,4,170,1,C 
12-12-2022,25,33.2,29,81,2,11.5,7,330,1,C 
13-12-2022,26.2,33.4,29.7,79,0,7.1,8,150,1,C 
14-12-2022,25.6,33.8,28.2,84,5,8,8,290,1,C 
15-12-2022,24.4,31.6,27.7,84,0,5.8,5,190,1,C 
16-12-2022,25,29.6,27,86,0,6.8,4,330,1,C 
17-12-2022,24,31.2,28,81,0.2,0,4,120,1,C 
18-12-2022,24.2,32.8,29.5,78,0.1,1.5,4,210,1,C 
19-12-2022,25.8,32.5,29.1,80,8888,8.4,5,150,2,C 
20-12-2022,24.2,32.6,29.3,78,0,8.3,5,200,1,C 
21-12-2022,25,32,28.1,86,1,10.4,12,330,2,NW
22-12-2022,25.8,31.4,28.3,82,1,4,10,310,4,NW
