TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
23-12-2022,25,33.4,28.3,76,0,0.4,15,320,7,NW
24-12-2022,23.2,31.6,28.1,75,6.5,2.7,11,300,3,NW
25-12-2022,25,31.8,28,82,2,0,12,310,5,NW
26-12-2022,24.8,29.2,27.3,83,0.8,0.3,5,310,3,NW
27-12-2022,24,29.2,27.2,84,0.4,0.3,10,320,4,NW
28-12-2022,24,32.6,28.2,79,8888,0,12,320,4,NW
30-12-2022,24,26.2,25.4,91,24.2,0.2,10,320,4,NW
31-12-2022,23.4,26.2,24.3,97,28.3,0,13,300,4,NW
01-01-2023,23.6,29.6,26.5,86,74.9,0,13,320,5,NW
02-01-2023,24.4,31.2,27.7,83,2.9,0,16,300,7,NW
03-01-2023,24.4,33.4,28.7,78,2.7,7.2,9,310,6,NW
04-01-2023,25.8,33.6,29,74,0,5.8,13,300,6,NW
05-01-2023,25.6,33.4,29.3,74,0,8.8,5,280,2,C 
06-01-2023,24.2,31.8,28.3,80,10.7,7.4,5,180,1,C 
07-01-2023,24.2,32.4,28.7,80,0,8.6,5,160,1,C 
08-01-2023,24.4,32,28.3,79,8888,10,4,330,1,C 
09-01-2023,24.4,32.2,28.4,84,0,4.9,6,140,1,C 
10-01-2023,24.8,32.6,28.9,80,1,6.6,3,200,0,C 
11-01-2023,24.6,32.1,29.1,80,0,7,4,150,1,C 
12-01-2023,24.6,32.6,28.2,82,0,10.1,4,180,1,C 
13-01-2023,23,31.4,27.4,84,5.1,9.9,9,270,1,C 
14-01-2023,24.6,32.6,27.3,82,0.1,5.8,7,180,2,NW
15-01-2023,26,33.8,29.3,77,17.9,9.2,7,320,3,NW
16-01-2023,25.4,32.2,28.2,82,6.8,10.9,8,290,2,C 
17-01-2023,26,32.8,28.3,81,0,1,10,320,3,C 
18-01-2023,24.9,32.6,28.5,80,0,6.5,8,230,2,NW
19-01-2023,24.8,31.6,27.4,83,8888,3.2,6,330,1,NW
20-01-2023,23.6,31,26.7,91,21.6,0.1,6,230,1,C 
21-01-2023,22.6,31,27.2,88,3.2,3.2,4,30,1,C 
22-01-2023,25.4,30.4,27.2,88,0.1,6.5,6,130,1,C 
23-01-2023,24,32.6,28.4,84,24,5.7,6,90,1,C 
24-01-2023,24.2,32.4,28.5,77,1,10,4,310,1,C 
25-01-2023,25.6,31.6,27.5,88,0.5,7.4,6,310,2,NW
26-01-2023,25,29.8,26.6,90,29,3,5,300,1,C 
27-01-2023,24,31.2,27.3,84,0.7,0,8,320,3,NW
28-01-2023,22.4,29.8,26.7,86,1.6,0.6,10,360,3,NW
29-01-2023,24.8,31.8,27.2,87,8888,0,8,220,2,C 
30-01-2023,23.2,32.8,27.7,86,7.4,2.3,7,200,2,C 
31-01-2023,25.5,31.4,27.6,88,8888,1.8,6,340,2,C 
01-02-2023,23.6,30.4,27.7,83,26.5,1.2,5,250,2,C 
02-02-2023,24,32,26.2,95,12.3,2.5,6,290,1,C 
03-02-2023,23.2,30.2,26.8,88,98.8,0,8,300,2,NW
04-02-2023,23,30,27.5,86,0,0.8,7,300,3,C 
05-02-2023,24,30.4,27.8,87,0,1.2,9,280,2,C 
06-02-2023,23.8,30.2,27.1,88,31.3,0,10,320,2,NW
07-02-2023,22.8,30.6,27,90,3.4,2.6,12,330,4,NW
08-02-2023,24,29.4,27.3,84,8888,0.6,12,330,4,NW
09-02-2023,24,30.6,27.7,86,8888,0.6,10,330,4,NW
10-02-2023,23.9,30.4,27.1,89,6.2,3.3,6,310,1,C 
11-02-2023,23.4,31.4,28.1,80,0,1.8,11,310,3,C 
12-02-2023,24,31.4,27.8,85,8888,1.6,4,300,1,C 
13-02-2023,22.8,31,26.9,89,22.7,1.9,4,180,1,C 
14-02-2023,24.4,31.2,27.4,85,3.5,1.5,10,300,3,NW
15-02-2023,23.4,31,27.2,88,0,5.9,5,310,2,C 
16-02-2023,22.6,30.8,26.8,89,14.6,2.9,6,290,2,C 
17-02-2023,24.2,32.2,27.9,84,13,0.9,8,310,4,NW
18-02-2023,25.6,31.8,27.8,85,1,3.9,6,310,2,C 
19-02-2023,24.4,32.6,27.6,88,29,4.4,8,100,1,C 
20-02-2023,24,30.8,26.9,92,52,6.6,4,120,2,NW
21-02-2023,22.8,31.4,26.6,90,51.9,5.7,4,260,2,NW
22-02-2023,25,31.8,28.1,83,15.3,5.5,11,290,5,W 
23-02-2023,25,30,27.8,83,0,10.5,8,280,4,W 
24-02-2023,23.8,31.8,28.5,80,0,0.6,14,190,4,S 
25-02-2023,24.4,31.9,28,81,0.7,6.5,14,160,6,W 
26-02-2023,24,30,27.7,83,0,7.7,11,290,4,W 
27-02-2023,24,29.8,27.4,84,0,4.6,12,290,4,W 
28-02-2023,23.6,31.5,27.9,83,1.3,6.1,7,300,4,W 
01-03-2023,24.4,30.6,26.1,88,3.6,3.5,4,320,2,NW
02-03-2023,24.6,27.4,25.8,90,17,2.5,6,320,3,NW
03-03-2023,23.8,30.8,26.3,90,17,2,4,170,2,NW
04-03-2023,24,30,26.5,88,24.2,3.3,5,160,2,NW
05-03-2023,24.8,31,26.6,90,0,4.8,3,240,1,C 
06-03-2023,24.2,32,27.4,88,23.3,4.5,3,280,1,C 
07-03-2023,25,32,27.8,84,0,5.2,5,350,1,C 
08-03-2023,25.2,31.2,27.9,85,0,9.8,5,200,1,C 
09-03-2023,24.4,32.4,28,84,0,7.8,4,330,0,C 
10-03-2023,25,32.8,28.3,83,0,9.5,4,140,1,C 
11-03-2023,25.2,33.4,29.1,81,0,7.9,6,120,0,C 
12-03-2023,24.3,31.4,27,90,0,6.2,8,70,1,C 
13-03-2023,25.2,30.8,27.4,87,54.1,1.4,7,120,1,C 
14-03-2023,24.6,32,27.1,90,8888,2.1,4,350,1,C 
15-03-2023,24.8,32.2,28,83,12.7,3.7,5,130,2,C 
16-03-2023,25.2,32,28.4,85,0,10.3,4,180,1,C 
17-03-2023,24.4,32.6,28.9,83,0,6.6,5,100,1,C 
18-03-2023,25,32.6,28.1,85,0,8,7,140,2,C 
19-03-2023,24.8,32.6,28.7,81,0,8.9,7,130,2,C 
20-03-2023,25.6,33.2,29.1,82,0,10,8,130,2,C 
21-03-2023,25.2,32,28.3,86,20,8.8,4,210,1,C 
22-03-2023,25.4,32.4,27.9,89,0,7.9,0,0,0,C 
23-03-2023,25,32,27.5,90,33.1,4.9,7,300,0,C 
24-03-2023,24.8,33,28.9,84,13.3,7,3,330,2,NW
25-03-2023,25.2,31.2,28.1,87,0,10.9,4,300,1,NW
26-03-2023,25.7,31.2,26.9,88,3,6,5,310,2,N 
27-03-2023,24.5,31.8,27.8,82,0,1.2,8,320,3,NW
28-03-2023,25,30.8,26.5,93,0,9.3,11,300,2,N 
29-03-2023,24.9,30.2,27.3,92,40.5,3.5,4,60,2,NW
30-03-2023,25.2,31.4,27.6,88,7.1,3.4,5,180,2,N 
31-03-2023,25.4,30.9,26.8,90,2.8,5.2,5,280,2,NW
01-04-2023,24.2,31,27.3,88,4.2,2.2,5,290,2,NW
02-04-2023,24.6,31.2,27.2,87,1.5,0.5,4,20,2,NW
03-04-2023,25.4,33.8,26.7,93,10,3.5,5,210,1,C 
04-04-2023,25,30.5,27.3,88,9.5,2.6,3,340,1,C 
05-04-2023,25,30.8,27.3,89,8888,0.3,6,80,1,C 
06-04-2023,25.4,31.4,28.4,85,0,4.4,4,330,1,C 
07-04-2023,25.6,31.4,28.1,84,0.4,7,6,310,1,C 
08-04-2023,24.8,32.2,27.6,86,0,1.5,5,200,1,C 
09-04-2023,24.4,32.2,28.1,84,1.6,6.6,5,300,2,NW
10-04-2023,24.2,33.2,27.9,84,2,6.6,10,310,2,C 
11-04-2023,24.8,32,27.9,83,8888,6.5,5,200,1,NW
12-04-2023,25,31.6,27.6,90,0,7.6,3,170,1,C 
13-04-2023,24.8,30.2,27,90,5.3,2.6,2,160,1,C 
14-04-2023,24.6,31,27.7,88,1,0.2,3,160,1,E 
15-04-2023,25,32.4,27.6,90,0,4,8,300,2,C 
16-04-2023,24.6,32.4,28.2,88,55.9,5,6,90,1,C 
17-04-2023,25.4,30.6,28,88,0,6.7,4,160,0,C 
18-04-2023,25.6,32,28.9,86,0.6,5.4,5,120,1,C 
19-04-2023,26.4,32.7,29.4,79,0,8,5,170,2,SE
20-04-2023,26.7,32.2,29.3,80,0,10.6,4,110,2,SE
21-04-2023,25.6,31.6,28.4,87,2,9.1,8,120,2,E 
22-04-2023,26.2,32.2,29.5,82,1.3,4.9,6,120,3,E 
23-04-2023,26.1,32.2,29.3,80,0,9.5,5,100,3,SE
24-04-2023,26.6,32.6,29.8,77,0,9.9,9,130,2,C 
25-04-2023,25.2,32.4,28.8,84,0,10.2,7,140,2,E 
26-04-2023,26.1,32.4,29.3,82,0,8.3,10,150,2,C 
27-04-2023,26.4,32.6,29.6,82,0,6.7,5,170,1,C 
28-04-2023,26.6,30.2,28.3,89,0,7.6,7,40,1,C 
29-04-2023,25,29.2,26.6,93,3.7,0.4,6,300,1,C 
30-04-2023,24.8,31.8,28.5,85,13.4,0.2,4,100,1,C 
01-05-2023,25.6,32.2,28.4,87,0,7.8,7,120,1,C 
02-05-2023,26,32.7,29.6,81,5,6.4,6,100,2,E 
03-05-2023,25,32.8,30.2,76,1.5,6.4,9,100,3,SE
04-05-2023,26.2,32.6,29.6,82,0,9.3,7,130,2,C 
05-05-2023,26.2,33.2,29.7,80,1,8.7,8,160,2,C 
06-05-2023,27,32.1,28.8,85,0,9.6,6,200,1,C 
07-05-2023,26.8,32.2,29.3,82,0,4.5,4,180,3,SE
08-05-2023,26,32.4,29.1,78,0,11.7,4,140,1,C 
09-05-2023,24.6,29.7,27.3,90,0,9.3,10,120,1,C 
10-05-2023,24.8,29.2,26.8,93,40.5,0.2,6,120,2,E 
11-05-2023,26.2,28.5,27.8,92,8.6,0.9,11,140,2,C 
12-05-2023,26.2,32.2,29.1,85,23.7,0,9,160,4,SE
13-05-2023,25.8,31.6,28.6,82,0.8,9.4,9,150,4,S 
14-05-2023,24.8,31.4,27.8,76,0,9.8,6,160,2,C 
15-05-2023,24.9,31,28.2,75,0,10.7,6,160,2,C 
16-05-2023,24.9,31.4,27.8,78,0,10.8,5,110,2,E 
17-05-2023,24.6,32.2,27.6,82,0,9.6,4,170,2,C 
18-05-2023,25.6,30.4,27.9,83,0,8,7,170,2,C 
19-05-2023,25.8,31.2,28,82,0,8.8,5,200,1,C 
20-05-2023,25.9,31.9,28.7,78,0,9.2,5,110,3,E 
21-05-2023,24.8,31.6,28.6,78,0,9.6,8,110,4,SE
22-05-2023,25.8,31.6,28.7,74,0,9.3,5,170,2,C 
23-05-2023,25.6,31.4,28.4,76,0,10.4,5,140,2,SE
24-05-2023,25.2,32.2,29.1,78,0,9.2,8,130,3,SE
25-05-2023,26.2,32.1,28.9,74,0,10.2,9,130,2,C 
26-05-2023,25,32,28.1,77,0,10.3,8,150,3,E 
27-05-2023,25,31.6,28.4,73,0,9.9,5,140,3,SE
28-05-2023,25.6,31.2,28.3,72,0,10.3,9,160,3,SE
29-05-2023,25,31.8,27.9,74,0,9.9,9,160,3,SE
30-05-2023,24.4,32,28.4,79,0,10.3,8,150,3,SE
31-05-2023,26,30.8,28.1,81,0,10.2,8,150,3,SE
01-06-2023,24.6,31.6,28.4,78,0,10.1,7,170,3,SE
02-06-2023,25.2,32,28,78,0,9.9,6,140,2,SE
03-06-2023,26,32.4,28.7,78,0,3,9,130,3,SE
04-06-2023,25.2,32.4,28.8,78,0,10.3,5,160,2,SE
05-06-2023,25.4,31.5,28.4,80,0,10.1,7,170,2,E 
06-06-2023,25.2,32,28.8,79,0,8.7,8,150,4,SE
07-06-2023,26,31.2,28.6,80,0,10.2,5,140,4,SE
08-06-2023,27.2,31,28.7,78,0,6.6,6,120,2,SE
09-06-2023,24.4,32.4,28.1,81,0,10.2,5,200,2,C 
10-06-2023,24,32.6,28,82,0,10.3,7,110,3,SE
11-06-2023,26.3,32.2,28.9,80,1.5,11,7,100,3,SE
12-06-2023,26,32,28.3,84,5.6,6.6,6,130,4,E 
13-06-2023,26.5,32.2,29,75,22.5,5.8,9,130,4,E 
14-06-2023,26.2,30.7,28.3,74,0,8.7,8,170,3,SE
15-06-2023,26.5,31.8,27.6,78,0,8.7,7,100,2,SE
16-06-2023,24.2,31,27.1,83,0,6.6,4,170,2,C 
17-06-2023,23.4,31.5,28.1,80,0,7.6,5,110,2,SE
18-06-2023,22.6,31.6,27.2,82,0,10.1,8,120,2,C 
19-06-2023,23.4,30.6,27.1,84,0,10.2,6,190,1,C 
20-06-2023,24,32.4,27.9,82,0,10.3,5,90,1,SE
21-06-2023,25.4,32,29,79,0,10,9,170,3,SE
22-06-2023,24.9,32,28.9,74,0,10.2,8,160,3,E 
23-06-2023,24.4,32.2,27.6,78,0,10.3,5,80,2,C 
24-06-2023,23,31.4,26.9,83,0,10.4,6,140,2,C 
25-06-2023,23.4,31.7,27.1,82,0,7,8,140,2,C 
26-06-2023,23.6,30.4,27,85,0,9.7,5,180,2,C 
27-06-2023,23.9,32.4,27.9,79,0,6,5,100,2,C 
28-06-2023,24.8,32,28.3,78,0,10.2,5,120,2,SE
29-06-2023,24.4,32,28,80,0,9.7,9,170,3,E 
30-06-2023,24.8,31.7,28.3,80,0,10.1,6,120,2,SE
01-07-2023,25.4,32,28.2,83,0,10.3,5,190,3,S 
02-07-2023,25.3,31,28.1,81,6,8.7,4,170,2,C 
03-07-2023,26.4,32,28.4,77,0,8.2,4,180,2,SE
04-07-2023,26.4,31.4,28,85,0.5,3.6,5,120,2,SE
05-07-2023,25.8,31.8,28.4,80,0,7,7,150,3,SE
06-07-2023,27,32.8,29.5,79,0,10,5,170,3,SE
07-07-2023,26.6,32,28.8,81,0.7,10.3,8,120,3,SE
08-07-2023,23.8,28.4,25.9,91,22.8,6.5,5,110,2,SE
09-07-2023,24.6,31.4,28.1,83,0.5,0,6,140,3,SE
10-07-2023,25.5,31.4,27.9,82,0,10.3,6,140,4,SE
11-07-2023,24.3,31.6,28.3,70,0,10.3,9,140,2,SE
12-07-2023,24.2,31.6,27.3,75,0,10.2,4,100,2,E 
13-07-2023,25.8,31,27.9,80,0,9.5,5,200,2,SE
14-07-2023,25.8,32,27.9,79,0,6.4,7,140,3,SE
15-07-2023,24.6,31.9,27.5,79,0,3.9,7,130,2,E 
16-07-2023,24.2,30.8,27.5,78,0,9.2,9,150,4,SE
17-07-2023,25,31.6,28.4,69,0,10,8,120,4,SE
18-07-2023,26.5,30.8,28.2,70,0,10.4,7,150,4,SE
19-07-2023,26,32,28.3,69,0,8.9,7,150,3,SE
20-07-2023,24.4,31.6,27.8,66,0,10.2,8,170,3,S 
21-07-2023,23.8,31,27.9,69,0,10.6,8,160,3,S 
22-07-2023,26.2,31.6,28.3,72,0,9.8,7,120,4,SE
23-07-2023,25.6,31.2,27.7,72,0,10.5,7,150,3,SE
24-07-2023,24.6,31.4,27.7,79,0,10.3,8,160,3,SE
25-07-2023,25.4,32,28.6,77,0,8.5,6,120,3,SE
26-07-2023,26.4,31.2,27.8,76,0,9.6,7,170,3,SE
27-07-2023,24,31.2,27.2,74,0,9.8,8,170,4,SE
28-07-2023,24,31,27.9,66,0,10,8,190,3,SE
29-07-2023,25.8,30.2,27.6,68,0,9.5,8,170,4,SE
30-07-2023,25,31.2,27.9,69,0,10.3,7,150,4,SE
31-07-2023,25,30.8,28.2,71,0,10.3,10,120,4,SE
01-08-2023,25.4,32,28.5,78,0,9.3,7,120,4,SE
02-08-2023,25.4,32,28.5,80,0,10.1,9,120,4,SE
03-08-2023,25,31.6,28.3,79,0,9.8,7,130,3,SE
04-08-2023,24,31,27.2,80,0,9.9,8,150,4,S 
05-08-2023,25,32.2,28.6,74,0,10,9,150,4,SE
06-08-2023,25.2,32,28.6,76,0,10.1,9,130,4,SE
07-08-2023,25.4,31.9,28.5,73,0,9.3,9,120,5,SE
08-08-2023,25,31.8,27.8,78,0,9.8,9,140,4,SE
09-08-2023,25,31.4,28.3,69,0,9.9,9,150,4,SE
10-08-2023,24,31.8,27.7,68,0,9.8,9,100,4,SE
11-08-2023,23.4,31.2,27.3,70,0,9.8,8,150,3,SE
12-08-2023,23.8,31.4,27.4,70,0,9.8,7,180,3,SE
13-08-2023,25,31.4,27.8,76,0,9.5,7,180,3,SE
14-08-2023,24.4,31.8,28,73,1,10.1,6,150,3,SE
15-08-2023,24,31.7,27.7,78,0,9.1,8,140,4,SE
16-08-2023,25,32,28.7,69,0,10.2,5,180,4,SE
17-08-2023,26,32.2,28.3,72,0,10.3,5,160,3,SE
18-08-2023,23.4,31.9,28,73,0,10.2,8,150,3,SE
19-08-2023,25,31.2,27.9,76,0,10,9,130,4,SE
20-08-2023,25,32,28.4,75,0,10.3,11,120,4,SE
21-08-2023,25.6,31.4,27.7,77,1,10,10,150,5,SE
22-08-2023,25.8,31.6,28.2,72,0,7.8,10,120,4,SE
23-08-2023,25.6,31.1,27.8,72,0,10.2,9,160,5,SE
24-08-2023,24.8,31.8,27.7,76,0,10,10,130,4,SE
25-08-2023,25.6,32.6,29,70,0,10.5,9,120,4,SE
26-08-2023,24.2,32.5,28.5,70,0,10.1,6,120,3,SE
27-08-2023,25,31.6,27.6,76,0,10.2,8,180,3,SE
28-08-2023,24.4,31.8,28,74,0,10.4,10,120,4,SE
29-08-2023,25.6,32.8,28.6,70,0,10.6,9,130,5,SE
30-08-2023,26,32,28,74,0,10,8,120,4,SE
31-08-2023,25.2,30.8,28.1,75,0,9,6,150,3,SE
01-09-2023,24.8,31.6,27.4,72,0,10.1,9,150,5,SE
02-09-2023,25.8,30.8,27.5,68,0,9.3,6,130,4,S 
03-09-2023,23.8,30.4,27,68,0,8.7,7,130,4,SE
04-09-2023,25.2,31.8,27.8,65,0,10,7,180,4,SE
05-09-2023,24.6,31.6,28.2,69,0,10.4,6,170,4,S 
06-09-2023,26.2,32.6,28.7,75,0,10.4,11,140,4,SE
07-09-2023,25.8,32.4,29,71,8888,10.4,8,140,5,SE
08-09-2023,25.4,32.4,27.8,74,0,10.3,6,190,3,SE
09-09-2023,24.2,31.4,28.3,71,0,9.7,8,120,4,SE
10-09-2023,25.4,32,28.1,73,0,10.1,10,140,4,S 
11-09-2023,26.6,33,29.5,68,0,10.1,9,130,4,SE
12-09-2023,26.4,32.6,29,72,0,10,8,160,3,SE
13-09-2023,25.4,32.6,29,74,0,10.4,8,120,4,SE
14-09-2023,25,32,28.6,74,0,10.4,9,140,5,SE
15-09-2023,26.2,32.4,29,70,0,9.4,10,140,5,SE
16-09-2023,25.3,32.4,28.6,74,0,10.4,6,100,4,SE
17-09-2023,26.4,32.6,28.6,76,0,9.7,8,120,4,SE
18-09-2023,26.3,32.6,29.1,70,0,9.7,9,140,4,SE
19-09-2023,25.4,32.7,28.9,69,0,10.2,8,120,4,SE
20-09-2023,26.4,32,28.9,72,0,10.2,7,160,4,SE
21-09-2023,25.8,32.6,28.9,70,0,10.3,9,140,5,SE
22-09-2023,26,32,27.9,70,0,10.3,6,190,4,S 
23-09-2023,25.2,33.2,28.5,72,0,10.4,6,150,3,SE
24-09-2023,25.2,33.4,29,71,0,10,10,140,4,SE
25-09-2023,24.9,34,29,73,0,10.5,10,140,5,S 
26-09-2023,26,33.8,28.9,64,0,10.6,8,120,4,SE
27-09-2023,25.2,33,29.3,68,0,10.6,7,160,4,SE
28-09-2023,25.8,32.6,29.3,72,0,10.2,9,150,4,SE
29-09-2023,26.4,32.6,29.2,77,0,10.6,6,140,3,SE
30-09-2023,26,33.6,28.8,70,0,10.1,7,90,2,SE
01-10-2023,25,32.2,28.6,76,0,10.1,9,130,3,SE
02-10-2023,25,32.8,28.4,73,0,10.3,8,110,3,S 
03-10-2023,25.4,32.9,29.5,70,0,10.4,8,120,4,SE
04-10-2023,25.4,33.2,29.1,78,0,10.6,5,120,3,SE
05-10-2023,26.6,33.4,30.2,74,0,10.6,8,140,4,SE
06-10-2023,26.8,34.2,29.9,72,0,10.5,6,180,3,SE
07-10-2023,27.1,33.8,30.4,71,0,10.4,6,140,4,SE
08-10-2023,26.2,34,30,73,0,10.5,10,120,5,SE
09-10-2023,26.6,33.4,29.7,75,0,9.6,9,150,3,SE
10-10-2023,26.4,33.8,29.7,72,0,10.4,5,140,2,SE
11-10-2023,27,33.2,29.9,72,0,10.6,5,190,3,SE
12-10-2023,27,33.6,29.7,72,0,10.6,9,140,4,SE
13-10-2023,26.8,34,30.4,73,0,10.7,6,130,4,SE
14-10-2023,26.6,34.4,30.6,70,0,8.7,7,110,3,SE
15-10-2023,26.8,34.6,30.5,70,0,10.1,10,130,4,SE
16-10-2023,27.2,34.4,29.9,76,0,10.6,10,120,4,SE
17-10-2023,25.9,34.6,30,76,0,10.2,8,140,4,SE
18-10-2023,27.2,34.4,30.5,67,0,10.8,7,130,4,SE
19-10-2023,27.2,34.2,30.4,72,0,10.1,9,140,3,SE
20-10-2023,26.4,33.6,30.9,70,0,10.6,7,140,2,SE
21-10-2023,25.4,34,30.2,68,0,10.8,7,130,3,SE
22-10-2023,26.4,33.2,30,76,0,10,8,120,3,SE
23-10-2023,26.4,33.2,29.2,77,0,8.9,10,90,3,C 
24-10-2023,25.6,33.2,30.1,77,0,10.4,10,180,3,S 
25-10-2023,26,33.4,30.2,76,0,10.7,8,140,3,SE
26-10-2023,25.8,34.3,30,75,0,10.6,5,200,2,SE
27-10-2023,26.4,34.2,29.8,78,0,10.7,9,140,3,SE
28-10-2023,25.3,34.4,29.3,79,0,10.4,8,110,3,SE
29-10-2023,25.8,34.4,30.4,72,0,10.7,9,100,3,E 
30-10-2023,26.7,34,30.1,76,0,10.9,7,90,4,SE
31-10-2023,27.4,33.8,30.2,77,0,10.8,8,120,4,SE
01-11-2023,27.6,33.4,29.9,75,0,10.8,6,190,3,SE
02-11-2023,26.6,34.4,30.6,73,0,10.5,6,200,3,SE
03-11-2023,28.2,33.7,30.1,79,8888,10.6,10,130,4,SE
04-11-2023,28,33.2,30.1,76,0,5.9,7,120,2,SE
05-11-2023,27.8,34,30.1,76,1.8,9.7,10,120,2,E 
06-11-2023,26.7,33.4,30,74,0,10.7,7,160,3,SE
07-11-2023,26.8,33.8,30.1,71,0,10.7,5,120,2,S 
08-11-2023,27,34.8,30.3,72,0,9.2,3,210,1,C 
09-11-2023,27,35,30.9,71,0,11.1,6,320,1,C 
10-11-2023,27.2,35.2,30.6,74,0,7.9,5,190,2,C 
11-11-2023,27,34,30.3,74,0,8,5,200,2,C 
12-11-2023,26.8,34.8,30.6,71,0,9,9,150,2,C 
13-11-2023,27,34.3,31,72,0,10.9,7,200,2,C 
14-11-2023,28,35,31,74,0,11.2,8,120,3,SE
15-11-2023,27.4,35,30.6,76,5.2,10.7,7,120,3,SE
16-11-2023,27.2,35.4,31,70,0,8.3,8,200,3,SE
17-11-2023,28,33.8,29.8,77,0,10.4,9,340,2,C 
18-11-2023,26.8,34.4,30.7,71,0,7.3,6,140,2,C 
19-11-2023,26.8,34,30.8,70,0,9.5,7,190,3,S 
20-11-2023,27,35,31.2,69,0,11.6,6,220,3,SE
21-11-2023,28,35,31.1,71,0,11,8,80,4,SE
22-11-2023,28.2,35.4,31.5,69,0,11.4,10,150,5,SE
23-11-2023,29.2,35.2,31.2,72,0,10.5,7,200,2,SE
24-11-2023,28.8,34.6,30.5,75,0,7.3,6,200,2,C 
25-11-2023,28,34,30,85,0,4.6,12,200,2,C 
26-11-2023,24.2,33.1,29.9,77,42.8,0.5,7,310,2,C 
27-11-2023,26.8,32,28.3,83,0,8.3,5,90,1,C 
28-11-2023,24.8,31.8,28.1,85,59,2.3,4,360,1,C 
29-11-2023,25.8,30.9,29,81,8888,0,6,120,2,SE
30-11-2023,27.2,34,29.7,79,0-,1,9,130,3,SE
01-12-2023,26,32,27.9,86,1.6,7,8,350,2,C 
02-12-2023,25.6,32.2,29.5,82,27.6,4.1,5,170,2,C 
03-12-2023,26.6,31.2,29,82,0,5.5,5,220,2,C 
04-12-2023,26.6,33.3,29.1,78,4,1.7,4,180,1,C 
05-12-2023,26,34.2,30.3,75,8888,5.6,4,150,2,C 
06-12-2023,27,33.4,28.9,82,0,11.1,6,190,2,C 
07-12-2023,26.6,33.4,29.6,80,0,7.5,8,330,2,C 
08-12-2023,25.8,32,29.2,82,5.6,7.2,5,330,1,C 
09-12-2023,26.6,31.6,28.6,85,0,2.4,5,140,1,C 
10-12-2023,26.5,31.8,27.5,88,0,0.8,10,250,2,C 
11-12-2023,25.8,32.6,29.2,80,13.5,1.2,5,200,2,C 
12-12-2023,26,35,30.3,76,0,7.4,4,200,1,C 
13-12-2023,27,31.4,28.2,87,0,10.3,5,330,1,C 
14-12-2023,26.2,33,28.6,86,6.5,2.5,6,270,1,C 
15-12-2023,26.1,33,28,86,0.6,5.4,4,340,1,C 
16-12-2023,26,32.6,29.9,79,3.4,5.4,5,180,1,C 
17-12-2023,26.8,33.5,30.3,73,0,8,6,140,2,S 
18-12-2023,26.7,33.6,29.9,74,0,7.9,6,170,2,C 
19-12-2023,26.2,33.8,29.7,73,0,8,5,140,1,C 
20-12-2023,26,33.8,29.7,72,0,10,5,220,2,C 
21-12-2023,25.8,33,29.1,80,0,10.4,5,340,1,C 
22-12-2023,25.8,33.8,30,77,14.5,9,8,250,2,C 
23-12-2023,25.4,34.4,29.8,74,0,9.8,4,300,1,C 
